Indicator ID,Total,2010,2011,2012,2013,2014,2015,2016,2017,2018,2019
InterestAndFeeIncomeLoansConsumer,309,0,10,14,14,13,14,11,11,11,5
NumberOfRealEstateProperties,309,0,16,19,16,14,9,10,8,9,2
LineOfCreditFacilityCapacityAvailableForTradePurchases,309,0,7,15,9,18,16,15,11,12,0
AccountsReceivableGrossNoncurrent,309,2,9,15,10,12,13,14,13,13,2
TemporaryEquityAccretionOfDividends,309,0,6,13,9,17,14,15,12,12,5
OtherInventoryPurchasedGoods,309,1,5,16,17,15,12,11,13,12,1
SpentNuclearFuelObligationNoncurrent,309,0,10,11,11,11,11,15,17,17,0
LateFeeIncomeGeneratedByServicingFinancialAssetsAmount,309,0,4,14,18,14,13,14,11,11,4
EnergyRelatedInventoryNaturalGasLiquids,309,0,9,16,15,14,16,13,12,7,1
PaymentsForLeasingCosts,309,0,0,11,13,15,14,19,15,15,1
ProceedsFromHedgeFinancingActivities,309,0,6,11,17,12,10,18,15,14,0
IncreaseDecreaseDueFromOfficersAndStockholders,309,1,15,14,16,12,14,12,9,8,2
DividendsSharebasedCompensationStock,309,0,12,11,8,17,11,11,15,15,3
PassengerRevenue,309,0,14,15,16,15,15,13,15,0,0
SignificantSupplyCommitmentRemainingMinimumAmountCommitted,309,0,4,17,15,12,14,11,11,15,4
FairValueInputsLongTermRevenueGrowthRate,309,0,0,12,25,21,16,16,13,0,0
CreditRiskDerivativeLiabilitiesAtFairValue,309,0,12,11,20,14,13,12,11,10,0
DebtInstrumentConvertibleConversionRatio1,306,0,0,1,24,24,14,18,14,5,2
GoodwillFairValueDisclosure,306,0,10,28,14,12,16,11,3,7,1
GainOnPurchaseOfBusiness,306,0,46,47,9,0,0,0,0,0,0
AmountAvailableForDividendDistributionWithoutPriorApprovalFromRegulatoryAgency,306,0,19,66,17,0,0,0,0,0,0
OtherThanTemporaryImpairmentLossesInvestmentsPortionInOtherComprehensiveIncomeLossTaxPortionAttributableToParentAvailableforsaleSecurities,306,0,9,20,20,16,12,12,8,5,0
AssetsUnderManagementCarryingAmount,306,0,6,9,14,10,21,14,11,13,4
AmortizationOfValueOfBusinessAcquiredVOBA,306,0,10,12,12,14,15,14,13,9,3
TemporaryEquityCarryingAmountAttributableToNoncontrollingInterest,306,0,0,45,43,14,0,0,0,0,0
RestrictedStockAwardForfeitures,306,0,16,13,12,13,14,11,12,8,3
DefinedBenefitPlanTargetAllocationPercentageOfAssetsEquitySecuritiesRangeMaximum,306,1,93,8,0,0,0,0,0,0,0
MarketableSecuritiesRestricted,306,0,17,20,16,17,12,11,9,0,0
MineralPropertiesAccumulatedDepletion,306,1,10,16,15,15,12,9,11,11,2
HealthCareOrganizationMedicalSuppliesAndDrugsExpense,306,0,17,19,17,16,13,11,9,0,0
PremiumsReceivableAllowanceForDoubtfulAccountsWriteOffsAgainstAllowance,306,1,8,15,14,12,13,13,13,11,2
ForeignCurrencyCashFlowHedgeDerivativeAtFairValueNet,306,2,11,16,14,16,14,11,9,8,1
PresentValueOfFutureInsuranceProfitsAmortizationExpense1,303,0,0,0,12,14,13,18,23,20,1
MultiemployerPlansCollectiveBargainingArrangementPercentageOfParticipants,303,0,0,13,13,14,15,15,15,11,5
DebtorReorganizationItemsLegalAndAdvisoryProfessionalFees,303,0,10,15,10,7,10,16,13,14,6
ServicingAssetAtFairValueDisposals,303,0,5,13,10,17,13,13,14,12,4
CostOfServicesLicensesAndMaintenanceAgreements,303,1,12,15,13,16,13,16,15,0,0
ReinsurancePremiumsForInsuranceCompaniesByProductSegmentNetAmount,303,0,34,59,8,0,0,0,0,0,0
UnitsOfPartnershipInterestAmount,303,0,7,11,17,13,12,13,13,12,3
NoninterestExpensePrintingAndFulfillment,303,0,7,16,16,15,13,8,12,11,3
ShareBasedCompensationArrangementByShareBasedPaymentAwardOptionsForfeituresAndExpirationsInPeriodWeightedAverageIntrinsicValue,303,0,4,18,15,16,13,13,9,12,1
OtherComprehensiveIncomeReclassificationAdjustmentForHeldToMaturityTransferredToAvailableForSaleSecuritiesTax,303,0,12,17,14,17,13,12,8,6,2
DepositsOnFlightEquipment,303,0,14,14,12,14,15,12,11,9,0
EmployeeStockOwnershipPlanESOPDebtStructureDirectLoanAmount,303,1,5,16,16,15,12,13,11,10,2
IncreaseDecreaseCashCollateralFromCounterparties,303,0,3,7,11,16,12,17,17,18,0
CashFlowsBetweenTransfereeAndTransferorProceedsFromNewTransfers,303,0,6,11,13,12,10,14,16,15,4
FiniteLivedIntangibleAssetsTranslationAndPurchaseAccountingAdjustments,303,0,1,11,14,16,13,16,15,11,4
EscrowDepositsRelatedToPropertySales,303,0,6,15,15,13,16,12,14,7,3
DisposalGroupIncludingDiscontinuedOperationGoodwill,303,0,15,37,45,4,0,0,0,0,0
AvailableForSaleSecuritiesAndHeldToMaturitySecurities,303,0,0,12,15,18,18,16,13,6,3
LandingFeesAndOtherRentals,303,0,15,15,13,13,14,11,10,10,0
FiniteLivedIntangibleAssetsFairValueDisclosure,303,0,4,20,18,18,16,14,5,6,0
InterestExpenseCapitalSecurities,303,0,15,15,13,14,13,13,9,8,1
VariableInterestEntityConsolidatedCarryingAmountAssetsAndLiabilitiesNet,303,0,6,21,17,11,12,13,10,10,1
NotionalAmountOfInterestRateFairValueHedgeDerivatives,303,1,51,46,3,0,0,0,0,0,0
PublicUtilitiesPropertyPlantAndEquipmentAmountOfAcquisitionAdjustments1,303,0,0,15,16,14,15,18,15,7,1
RestrictedStockSharesIssuedNetOfSharesForTaxWithholdings,303,1,8,15,13,17,10,11,12,12,2
RelatedPartiesAmountInCostOfSales,303,0,10,6,8,13,11,16,19,17,1
IncreaseDecreaseInDueToOtherRelatedParties,300,1,7,17,11,10,8,13,16,13,4
ShareBasedCompensationArrangementByShareBasedPaymentAwardEquityInstrumentsOtherThanOptionsShareBasedLiabilitiesPaid,300,0,0,0,0,16,23,24,18,17,2
PresentValueOfFutureMinimumLeasePaymentsSaleLeasebackTransactions,300,0,7,11,11,12,12,15,14,17,1
DerivativeInstrumentsLossRecognizedInOtherComprehensiveIncomeEffectivePortion,300,0,15,23,17,17,11,10,7,0,0
EquitySecuritiesWithoutReadilyDeterminableFairValueAmount,300,0,0,0,0,0,0,0,0,91,9
DisposalGroupIncludingDiscontinuedOperationIntangibleAssets,300,0,0,0,1,19,26,16,12,23,3
AdmissionsRevenue,300,0,14,14,15,17,14,13,13,0,0
EmployeeStockOwnershipPlanESOPFairValueOfSharesSubjectToRepurchaseObligation,300,0,4,12,14,17,17,14,12,7,3
UnbilledReceivablesNotBillableAtBalanceSheetDate,300,0,9,17,14,14,14,13,14,5,0
WeightedAverageRateDomesticDepositNoticeOfWithdrawal,300,0,3,22,17,15,11,10,10,9,3
LiabilitiesForGuaranteesOnLongDurationContractsGuaranteedBenefitLiabilityGross,300,0,2,6,12,15,15,17,18,14,1
AccountsPayableFairValueDisclosure,300,0,4,23,18,16,14,10,7,7,1
DirectOperatingCostRoyaltyExpense,297,0,15,20,17,14,13,11,9,0,0
AccumulatedDepreciationDepletionAndAmortizationSaleOfPropertyPlantAndEquipment1,297,0,0,0,0,0,20,26,21,25,7
PaymentsForNuclearFuel,297,0,10,13,11,11,11,11,13,19,0
NetIncomeLossFromContinuingOperationsAvailableToCommonShareholdersBasic,297,0,0,0,0,0,0,1,34,56,8
TradingActivityGainsAndLossesNet,297,0,29,32,30,8,0,0,0,0,0
DepreciationExpense,297,1,39,54,5,0,0,0,0,0,0
WorkersCompensationDiscountPercent,297,0,12,17,17,14,11,13,9,6,0
IncreaseDecreaseInFairValueAdjustmentsOnAssetsAndLiabilitiesCarriedAtFairValueUnderFairValueOption,297,1,9,15,16,14,16,9,11,6,2
SettlementAssetsCurrent,297,0,3,7,13,13,14,14,16,16,3
CashAcquiredInExcessOfPaymentsToAcquireBusiness,297,0,5,9,11,17,20,15,10,10,2
PreferredStockConversionsInducements,297,1,10,8,9,13,17,12,16,11,2
ReinsuranceRecoverablesAllowance,297,0,0,0,13,13,14,19,21,17,2
PreferredStockDiscountOnShares,297,0,27,25,19,11,4,4,6,3,0
GainLossOnOilAndGasHedgingActivity,294,0,9,12,11,10,19,15,12,9,1
GainLossOnSaleOfNotesReceivable,294,0,6,12,20,14,12,12,11,10,1
CapitalLeasesFutureMinimumPaymentsDueInRollingYearFour,294,0,0,12,12,18,13,15,11,12,5
DefinedBenefitPlanTargetAllocationPercentageOfAssetsEquitySecuritiesRangeMinimum,294,1,89,8,0,0,0,0,0,0,0
OtherRestrictedAssetsCurrent,294,0,12,12,16,13,12,12,11,7,3
OtherComprehensiveIncomeForeignCurrencyTransactionAndTranslationAdjustmentBeforeTaxPortionAttributableToNoncontrollingInterest,294,0,6,11,14,18,14,12,13,10,0
CapitalizedComputerSoftwarePeriodIncreaseDecrease,294,1,18,12,16,16,12,9,8,5,1
CapitalizedContractCostImpairmentLoss,294,0,0,0,0,0,0,0,0,83,15
PercentageOfInterestBearingDomesticDepositsToDeposits,294,0,5,21,20,14,12,9,8,7,2
OtherDeferredCostsGross,294,0,3,10,17,12,13,14,15,11,3
DefinedBenefitPlanSpecialTerminationBenefits,294,0,18,13,13,11,13,8,13,9,0
DefinedBenefitPlanBenefitObligationContributionsByPlanParticipant,294,0,0,0,0,0,0,2,39,48,9
CommonStockSharesHeldInEmployeeTrust,291,1,14,16,10,13,12,12,10,8,1
IncomeTaxExaminationIncreaseDecreaseInLiabilityFromPriorYear,291,0,13,17,14,11,11,11,11,9,0
CashFlowHedgeDerivativeInstrumentLiabilitiesAtFairValue,291,2,9,21,20,11,11,9,7,7,0
LoansAndLeasesReceivableConsumerRevolvingCreditCard,291,1,11,16,14,14,14,11,9,7,0
NewAccountingPronouncementOrChangeInAccountingPrincipleCumulativeEffectOfChangeOnEquityOrNetAssets1,291,0,2,6,2,2,6,23,25,26,5
PrincipalAmountOutstandingOfLoansHeldInPortfolio,291,1,8,15,12,12,9,11,11,13,5
DueFromOfficersOrStockholdersCurrent,291,1,16,18,19,19,8,0,6,10,0
FinancialInstrumentsOwnedAndPledgedAsCollateralAmountEligibleToBeRepledgedByCounterparty,291,0,4,10,9,11,14,16,17,14,2
ShareBasedCompensationArrangementByShareBasedPaymentAwardFairValueAssumptionsWeightedAverageExpectedDividend,291,0,5,14,12,16,9,17,10,12,2
LossContingencyDamagesAwardedValue,291,0,1,19,19,12,12,13,13,8,0
MaturitiesOfSeniorDebt,291,0,14,10,10,15,14,11,13,9,1
CapitalLeasesContingentRentalPaymentsDue,291,1,4,18,15,15,14,12,9,8,1
HeldtomaturitySecuritiesSoldSecurityRealizedGainLossExcludingOtherThanTemporaryImpairments,291,0,14,14,11,13,8,12,11,12,2
MortgageLoansOnRealEstatePriorLiens1,291,0,0,0,11,23,24,16,23,0,0
IncreaseDecreaseInCommodityContractAssetsAndLiabilities,288,0,15,13,12,6,9,10,11,17,3
FairValueHedgesAtFairValueNet,288,0,5,8,10,12,15,13,16,16,1
DerivativeCreditRiskValuationAdjustmentDerivativeAssets,288,0,0,7,12,19,16,15,14,10,3
FiniteLivedContractualRightsGross,288,1,10,17,21,15,13,9,5,5,0
FairValueNetDerivativeAssetLiabilityMeasuredOnRecurringBasisUnobservableInputsReconciliationTransfersIntoLevel3,288,0,0,0,2,13,19,18,23,20,1
PaymentsToAcquireProjects,288,1,11,11,14,20,11,11,8,9,0
DeferredPolicyAcquisitionCostsAndPresentValueOfFutureProfitsAmortization1,288,0,0,10,13,13,11,18,19,12,0
DisposalGroupIncludingDiscontinuedOperationAccountsPayableAndAccruedLiabilities,288,0,0,0,18,20,19,17,10,9,3
CertainLoansAcquiredInTransferAccountedForAsDebtSecuritiesAccretableYieldAdditions,288,0,2,11,5,8,22,17,14,14,3
ConvertibleSubordinatedDebt,285,0,12,22,15,13,13,10,5,3,2
LoansAndLeasesReceivableImpairedNonperformingAccrualOfInterest,285,0,3,20,18,13,11,10,9,8,3
PublicUtilitiesPropertyPlantAndEquipmentTransmissionAndDistribution,285,0,10,12,12,10,12,12,12,13,2
ProceedsFromMaturitiesRepaymentsAndCallsOfTradingSecuritiesHeldforinvestment,285,0,13,13,12,12,12,11,14,8,0
FairValueMeasurementWithUnobservableInputsReconciliationRecurringBasisGainLossIncludedInOtherComprehensiveIncomeLoss,285,0,1,11,9,17,14,13,15,15,0
FairValueOptionAggregateDifferencesLoansAndLongTermReceivables,285,1,5,14,12,13,11,11,13,11,4
MinorityInterestInNetIncomeLossOperatingPartnerships,285,0,39,46,10,0,0,0,0,0,0
PremiumsEarnedNetLife,285,0,13,16,10,12,14,12,11,6,1
LessorOperatingLeasePaymentsToBeReceivedTwoYears,285,0,0,0,0,0,0,0,8,14,73
AdjustmentsToAdditionalPaidInCapitalStockSplit,285,0,10,12,18,12,10,14,12,6,1
OtherComprehensiveIncomeLossForeignCurrencyTransactionAndTranslationReclassificationAdjustmentRealizedUponSaleOrLiquidationNetOfTax,285,0,4,69,22,0,0,0,0,0,0
ContinuingInvolvementWithTransferredFinancialAssetsPrincipalAmountOutstanding,285,0,0,0,0,14,17,22,19,17,6
ReserveForLossesAndLossAdjustmentExpenses,285,1,43,42,9,0,0,0,0,0,0
IncreaseDecreaseInRiskManagementAssetsAndLiabilities,285,0,24,21,18,13,8,5,2,3,1
ValuationAllowanceForImpairmentOfRecognizedServicingAssetsProvisionsRecoveries,285,0,6,12,11,12,13,13,13,12,3
DirectTaxesAndLicensesCosts,282,0,10,9,10,9,9,10,13,19,5
ForeignCurrencyDerivativeInstrumentsNotDesignatedAsHedgingInstrumentsAssetAtFairValue,282,1,10,17,11,9,13,13,12,6,2
OtherThanTemporaryImpairmentLossDebtSecuritiesAvailableForSale,282,0,0,0,0,0,0,0,0,68,26
OtherRestrictedAssets,282,0,13,19,17,16,11,7,7,4,0
AccrualForEnvironmentalLossContingenciesPeriodIncreaseDecrease,282,0,10,11,12,12,15,13,11,10,0
StandardProductWarrantyAccrualForeignCurrencyTranslationGainLoss,282,0,0,0,0,0,1,26,37,26,4
PaymentsToAcquireRealEstateAndRealEstateJointVentures,282,0,8,6,11,10,13,12,15,15,4
GainContingencyUnrecordedAmount,282,1,10,14,12,12,11,11,15,7,1
CertainLoansAcquiredInTransferNotAccountedForAsDebtSecuritiesAcquiredDuringPeriodAtAcquisitionAtFairValue,282,0,4,13,15,18,15,10,10,7,2
LineOfCreditFacilityMaximumMonthendOutstandingAmount,282,1,8,17,12,13,12,13,10,6,2
PrincipalAmountOutstandingOnLoansHeldForSaleOrSecuritization,282,0,8,9,8,11,12,12,16,17,1
EmbeddedDerivativeFairValueOfEmbeddedDerivativeNet,279,0,9,15,13,17,14,13,6,6,0
DirectCommunicationsAndUtilitiesCosts,279,0,17,16,14,10,11,9,8,6,2
ProceedsFromSaleAndCollectionOfFinanceReceivables,279,2,12,13,12,13,13,10,8,9,1
PublicUtilitiesPropertyPlantAndEquipmentEquipment,279,0,5,10,12,11,12,12,15,14,2
CustomerAdvancesNoncurrent,279,0,8,16,12,12,11,13,14,6,1
FairValueAssumptionsExpectedDividendPayments,279,0,0,20,16,16,17,11,13,0,0
AccumulatedDepreciationDepletionAndAmortizationSaleOfPropertyPlantAndEquipment,279,0,8,34,23,24,4,0,0,0,0
InvestmentOwnedBalancePrincipalAmount,279,0,1,7,16,14,15,14,12,10,4
FiniteLivedComputerSoftwareGross,279,1,26,58,7,0,1,0,0,0,0
MinorityInterestAmountRepresentedByPreferredStock,279,0,9,16,13,4,11,15,15,9,1
CostOfServicesOilAndGas,279,0,6,10,13,13,13,14,10,14,0
TemporaryEquityValueExcludingAdditionalPaidInCapital,279,0,10,9,9,13,15,7,17,8,5
EquityMethodInvestmentSoldCarryingAmount,279,0,11,12,14,16,13,11,9,7,0
SalesDiscountsGoods,279,1,4,15,15,17,13,13,14,1,0
InterestRateFairValueHedgeDerivativeAtFairValueNet,279,0,13,21,14,9,11,10,8,6,1
InvestmentRelatedLiabilities,279,0,12,14,9,14,15,10,12,7,0
CostOfGoodsAndServicesEnergyCommoditiesAndServices,279,0,12,10,10,9,11,16,16,9,0
OtherDeferredCompensationArrangementsLiabilityCurrentAndNoncurrent,279,0,9,11,14,16,15,10,8,8,2
TradingSecuritiesCurrent,279,2,33,30,26,2,0,0,0,0,0
IncreaseDecreaseInSavingsDeposits,279,0,16,15,17,14,10,9,6,4,2
OilAndGasSalesPayableCurrent,279,0,7,8,10,13,13,14,14,12,2
MarketableSecuritiesUnrealizedGainLossExcludingOtherThanTemporaryImpairments,276,0,7,9,10,13,12,10,13,16,2
FinancialInstrumentsOwnedDerivativesAndOtherContractualAgreementsAtFairValue,276,0,31,24,7,8,6,7,5,4,0
CreditRiskDerivativesAtFairValueNet,276,0,5,9,11,12,14,15,14,11,1
PreferredUnitsOutstanding,276,0,12,9,11,10,13,12,14,10,1
PreferredStockDividendRatePerDollarAmount,276,0,5,22,20,12,8,7,10,5,3
DefinedBenefitPlanPlanAssetsContributionsByPlanParticipant,276,0,0,0,0,0,0,3,38,44,7
CommodityContractAssetCurrent,276,0,10,15,10,13,9,9,9,14,3
CapitalLeasesNetInvestmentInSalesTypeLeasesDeferredIncome,276,0,6,10,14,16,13,12,11,10,0
CostsInExcessOfBillingsOnUncompletedContractsOrProgramsExpectedToBeCollectedAfterOneYear,276,0,8,14,13,14,14,13,13,3,0
PropertyPlantAndEquipmentOwnedNet,276,0,7,18,15,16,10,11,8,7,0
DisposalGroupIncludingDiscontinuedOperationIntangibleAssetsNet,276,0,14,33,39,6,0,0,0,0,0
PaymentsToAcquireInProcessResearchAndDevelopment,276,0,7,8,9,13,10,12,14,13,6
DelinquentAmountAtEndOfPeriodOnLoansManagedAndSecuritized,276,0,9,10,10,12,13,12,14,11,1
CapitalLeasesLessorBalanceSheetNetInvestmentInDirectFinancingAndSalesTypeLeasesNoncurrent,276,1,9,9,10,11,14,11,13,10,4
PaymentsToAcquireLandHeldForUse,276,1,9,13,16,12,12,13,9,7,0
GainLossOnSecuritizationOfFinancialAssets,276,0,12,8,9,10,9,13,14,15,2
RepaymentsOfDebtMaturingInMoreThanThreeMonths,276,0,9,12,7,7,9,20,20,7,1
LessorOperatingLeasePaymentsToBeReceived,276,0,0,0,0,0,0,0,8,15,69
CashFlowHedgesDerivativeInstrumentsAtFairValueNet,276,0,14,14,10,10,10,8,12,13,1
MarketableSecuritiesRestrictedNoncurrent,273,1,12,15,13,15,12,12,11,0,0
ProceedsFromCollectionOfPolicyLoans,273,0,14,14,13,10,9,9,10,11,1
SalesRevenueFromEnergyCommoditiesAndServices,273,0,21,14,9,7,15,13,12,0,0
OtherComprehensiveIncomeLossReclassificationAdjustmentForWritedownOfSecuritiesIncludedInNetIncomeNetOfTax,273,0,2,75,13,1,0,0,0,0,0
LoansAndLeasesReceivableImpairedInterestIncomeRecognizedChangeInPresentValueAttributableToPassageOfTime,273,0,3,9,8,11,13,13,14,15,5
InterestRateCashFlowHedgeAssetAtFairValue,273,0,8,12,20,12,8,6,11,13,1
CapitalLeasesLesseeBalanceSheetAssetsByMajorClassPropertyPlantAndEquipmentOtherAccumulatedDepreciation,273,0,3,15,18,11,10,8,14,11,1
BusinessCombinationConsiderationTransferredOther1,273,0,0,2,7,20,16,17,13,14,2
TradingLiabilities,273,0,15,11,11,12,11,12,10,7,2
LoansHeldForSaleOther,273,0,20,28,22,19,2,0,0,0,0
CapitalLeasesLessorBalanceSheetNetInvestmentInDirectFinancingLeasesNoncurrent,273,0,13,13,11,9,9,9,13,11,3
MortgageLoansOnRealEstateWritedownOrReserveAmount1,273,0,0,0,15,18,15,13,14,14,2
TimeDepositMaturitiesNextRollingTwelveMonths,273,0,0,8,9,14,15,17,14,9,5
FlightEquipmentGross,273,0,10,9,9,8,12,15,14,14,0
ConcentrationRiskPercentage,273,4,78,9,0,0,0,0,0,0,0
TimberAndTimberlands,273,0,11,11,11,14,14,13,9,7,1
DepositContractsAssets,270,0,5,13,14,12,13,9,12,11,1
FinancingReceivableSignificantPurchases,270,0,5,13,8,11,13,13,14,12,1
MortgageLoansOnRealEstateFederalIncomeTaxBasis1,270,0,0,0,11,15,21,18,24,1,0
CostsOfRealEstateServicesAndLandSales,270,0,7,8,12,16,16,15,13,3,0
DraftsPayable,270,0,14,15,15,13,12,9,6,6,0
DerivativeInstrumentsGainReclassifiedFromAccumulatedOCIIntoIncomeEffectivePortion,270,0,22,14,10,11,10,7,7,8,1
PolicyholderBenefitsAndClaimsIncurredHealthCare,270,0,12,15,13,12,10,10,9,8,1
ReplacementReserveEscrow,270,0,4,12,12,14,10,12,10,15,1
OtherThanTemporaryImpairmentLossesInvestmentsHeldtomaturitySecurities,270,0,10,12,13,11,11,10,8,12,3
LoansAndLeasesReceivableConsumerInstallmentAndRevolving,270,0,10,18,14,12,9,9,9,9,0
IncreaseDecreaseInOtherPolicyholderFunds,270,0,12,11,13,12,11,10,10,9,2
PaymentsForOtherTaxes,270,0,10,10,9,11,14,14,10,12,0
SensitivityAnalysisOfFairValueOfInterestsContinuedToBeHeldByTransferorServicingAssetsOrLiabilitiesImpactOf10PercentAdverseChangeInDiscountRate,270,0,6,11,12,15,13,11,10,9,3
PercentageOfInterestBearingDomesticDepositsToDepositsTimeDeposits,270,0,3,12,13,12,12,13,12,11,2
WeightedAverageNumerDilutedLimitedPartnershipUnitsOutstandingAdjustment,267,0,7,8,10,11,14,11,15,12,1
InterestBearingDomesticDepositOtherTimeDeposit,267,0,2,15,14,11,13,13,10,8,3
TrusteeFees,267,0,12,20,12,10,10,9,9,6,1
DefinedBenefitPlanPurchasesSalesAndSettlements,267,0,11,16,18,17,11,9,2,5,0
NoninterestExpenseOfferingCost,267,0,7,13,13,13,11,13,9,8,2
DeferredRentReceivablesNetNoncurrent,267,0,2,9,13,10,14,12,12,13,4
FederalHomeLoanBankAdvancesMaturitiesSummaryDueInRollingYearTwo,267,0,0,9,8,14,16,15,12,10,5
OtherComprehensiveIncomeAvailableForSaleSecuritiesAdjustmentBeforeTaxPeriodIncreaseDecrease,267,2,82,4,1,0,0,0,0,0,0
ProceedsFromCollectionOfMortgageLoansHeldForSale,267,0,9,10,11,13,12,11,14,9,0
FinancialInstrumentsOwnedCorporateEquitiesAtFairValue,267,0,15,18,15,9,10,9,7,4,2
FederalHomeLoanBankAdvancesGeneralDebtObligationsDisclosuresInterestRateAtPeriodEnd,267,0,1,5,9,7,11,20,17,15,4
PartnersCapitalAccountExchangesAndConversions,267,0,10,9,7,12,9,14,12,13,3
BusinessCombinationSeparatelyRecognizedTransactionsExpensesAndLossesRecognized,267,0,8,10,9,13,14,16,10,8,1
DeferredPolicyAcquisitionCostsNet,264,0,14,36,35,3,0,0,0,0,0
ProceedsFromConstructionLoansPayable,264,0,12,10,8,11,15,9,9,10,4
RefiningAndMarketingCosts,264,0,10,13,13,14,13,13,12,0,0
AssetsHeldForSaleOtherNoncurrent,264,1,22,33,29,3,0,0,0,0,0
EmbeddedDerivativeFairValueOfEmbeddedDerivativeAsset,264,0,5,12,12,11,13,16,11,7,1
DebtorReorganizationItemsWriteOffOfDeferredFinancingCostsAndDebtDiscounts,264,0,3,14,17,11,13,11,10,8,1
IncreaseDecreaseInDeferredGasCost,264,0,10,9,10,10,13,14,9,11,2
LessorOperatingLeasePaymentsToBeReceivedThreeYears,264,0,0,0,0,0,0,0,8,12,68
PolicyLoansReceivable,264,0,9,10,10,12,11,12,12,10,2
OtherThanTemporaryImpairmentLossesInvestmentsPortionRecognizedInEarningsNetHeldtomaturitySecurities,264,0,8,15,13,9,10,10,12,10,1
DistributionMadeToLimitedLiabilityCompanyLLCMemberDistributionsPaidPerUnit,264,0,0,0,16,8,17,16,14,13,4
ShareBasedCompensationArrangementByShareBasedPaymentAwardNonOptionEquityInstrumentsForfeituresAndExpirations,264,0,0,16,14,13,12,10,9,13,1
StatutoryAccountingPracticesStatutoryAmountAvailableForDividendPaymentsWithRegulatoryApproval,264,0,0,0,14,15,13,15,13,14,4
LitigationSettlementGross,264,2,25,56,4,1,0,0,0,0,0
LoansAndLeasesReceivableAllowanceCovered,264,0,0,17,20,17,13,10,6,3,2
RetentionPayable,264,0,9,14,11,12,12,12,11,6,1
ImpairedAssetsToBeDisposedOfByMethodOtherThanSaleAmountOfImpairmentLoss,264,0,9,13,14,13,14,11,8,5,1
IncomeTaxEffectsAllocatedDirectlyToEquityOther,264,0,4,8,7,8,11,19,15,15,1
DeferredPolicyAcquisitionCostAmortizationExpenseUnrealizedInvestmentGainsLosses,264,0,5,16,18,24,24,1,0,0,0
SaleLeasebackTransactionGrossProceedsFinancingActivities,261,0,0,0,0,19,21,18,15,13,1
DebtInstrumentRepurchaseAmount,261,0,0,14,9,9,13,11,12,18,1
DefinedBenefitPlanActualReturnOnPlanAssetsStillHeld,261,0,12,15,18,19,10,7,3,3,0
PaymentsForRoyalties,261,0,3,9,9,16,12,11,13,12,2
TradingSecuritiesRealizedLoss,261,0,8,19,14,8,11,11,9,7,0
CertainLoansAcquiredInTransferAccretableYield,261,0,3,14,14,14,14,7,9,10,2
PaymentsForPurchaseOfOtherAssets1,261,0,0,1,17,18,17,12,11,9,2
SecuredDebtOther,261,0,6,13,13,16,16,9,7,6,1
CapitalLeasesLessorBalanceSheetNetInvestmentInDirectFinancingLeasesCurrent,261,0,12,12,10,9,9,9,13,10,3
ForeignCurrencyDerivativeInstrumentsNotDesignatedAsHedgingInstrumentsLiabilityAtFairValue,261,1,9,15,10,9,13,12,10,6,2
PaymentsForRepurchaseOfConvertiblePreferredStock,261,0,4,5,9,15,20,13,12,7,2
DerivativeAverageFixedInterestRate,261,0,15,19,9,12,9,8,7,8,0
NotionalAmountOfDerivatives,261,5,70,11,0,1,0,0,0,0,0
ContractsReceivableClaimsAndUncertainAmounts,261,0,7,13,14,14,11,10,10,7,1
ProceedsFromOtherOperatingActivities,258,1,18,12,12,11,10,7,7,6,2
AdjustmentsToAdditionalPaidInCapitalReallocationOfMinorityInterest,258,3,37,42,3,1,0,0,0,0,0
OtherThanTemporaryImpairmentLossesInvestmentsPortionInOtherComprehensiveIncomeLossNetOfTaxIncludingPortionAttributableToNoncontrollingInterestAvailableforsaleSecurities,258,0,17,15,18,13,9,6,5,3,0
